  182.3	  233.0	0.89	YEMENOS
  216.5	 1143.2	0.70	3October2025
  236.3	 1167.9	0.73	14:44:45
  278.9	  466.0	0.78	Incid Chgt12016
  307.1	  118.0	0.88	22DCC16
  305.9	  295.6	0.97	FT1635746854
  307.1	  525.0	0.94	SERVCECHARGES 22DEC16
  307.1	  742.3	0.96	0.00
  299.3	 1069.2	0.78	16954
  335.3	  453.9	0.84	FEDInc.Chgs
  362.9	  115.0	0.85	27JN17
  361.1	  294.4	0.90	F11702779262
  362.9	  523.2	0.93	SERVCECHARGES 2T JAN17
  362.9	  743.5	0.98	0.40
  356.3	 1070.4	0.88	160.18
  391.1	  467.2	0.86	Inod Chg122016
  418.1	  115.6	0.90	27 JAN17
  417.5	  295.6	0.98	FT1702730201
  418.1	  523.2	0.90	SERVCE CHARGES 27JAN17
  419.3	  743.5	0.94	0.00
  413.3	 1070.4	0.88	180.10
  445.7	  454.5	0.88	FEDrc.Chgs
  473.8	  115.6	0.85	27FEB17
  473.8	  295.0	0.96	FT1705813601
  475.0	  524.4	0.95	SERVICECHARGE5 27FEB17
  474.4	  743.5	0.97	0.40
  470.2	 1071.0	0.97	179.70
  502.0	  466.6	0.93	tncid.Chg012017
  529.6	  115.6	0.79	27FEB17
  530.2	  295.6	0.98	FT1705873345
  530.2	  523.8	0.91	SERVICE CHARGES 27FEB17
  532.0	  743.5	0.98	0.06
  527.2	 1071.6	0.86	179.62
  557.8	  454.5	0.95	FEDInc.Chgs
  586.0	  119.2	0.97	10MAR17
  585.4	  295.6	0.99	FT1706920904
  586.6	  526.2	0.94	SERVICECHARGES 10MAR17
  587.2	  743.5	0.95	0.40
  583.0	 1071.6	0.88	179.22
  614.8	  467.8	0.95	Incid.Cng022017
  643.0	  119.8	0.96	10MAR17
  643.0	  296.2	0.98	FT1706920064
  643.0	  526.8	0.98	SERVICECHARGES10MAR17
  643.6	  743.5	0.89	0.05
  640.6	 1071.6	0.95	179.14
  671.2	  455.1	0.91	FEDInc.Chgs
  697.0	  116.2	0.90	27AFR17
  698.2	  296.8	0.97	FT1711748020
  698.8	  525.0	0.97	SERVICECHARGE527APR17
  699.4	  742.3	0.86	0.40
  696.4	 1070.4	0.92	176.74
  726.4	  468.4	0.92	incid.Chg032017
  753.9	  118.0	0.98	27APR17
  754.5	  296.8	0.98	FT1711734781
  753.3	  525.0	0.93	SERVICE CHARGES 27 APR17
  755.1	  742.3	0.77	0.00
  753.9	 1071.0	0.91	178.65
  781.5	  455.1	0.88	FEDInG,Chgs
  809.7	  119.2	0.97	11MAY17
  809.7	  297.4	0.99	FT1713159703
  809.7	  526.8	0.95	SERVICECHARGES11MAY17
  810.3	  742.9	0.92	0.00
  809.1	 1070.4	0.85	178.58
  837.3	  455.1	0.94	FEDInc.Chgs
  865.5	  119.8	0.99	11MAY17
  864.3	  297.4	0.97	FT1713163908
  864.9	  526.2	0.97	SERVICECHARGES 11MAY17
  865.5	  742.9	0.95	0.40
  864.9	 1070.4	0.86	176.18
  891.3	  466.6	0.90	Incid.Chg042017
  921.9	  118.0	0.54	Nroc
  921.3	  298.0	0.97	FT1718107640
  921.3	  523.8	0.96	SERVICECHARGES JOJUN17
  921.3	  742.3	0.85	0.40
  920.7	 1070.4	0.97	177.78
  948.3	  467.2	0.92	incid.Chg052017
  978.3	  118.0	0.90	30JUN17
  976.5	  298.0	1.00	FT1718120925
  975.9	  523.2	0.94	SERVICE CHARGES 30 JUN17
